Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT13,OUT013,704252.3386251112
FDU04,OUT017,645547.9901596023
FDU31,OUT019,731110.2972178464
FDW59,OUT027,605590.5406398667
NCO29,OUT046,685494.8151741473
FDL15,OUT035,674841.8827821492
FDI41,OUT049,666961.4484900412
FDQ48,OUT049,621913.6285607639
DRI39,OUT013,577120.692725123
FDI08,OUT013,765863.5210854838
FDC21,OUT049,632781.8223656375
FDF58,OUT035,587900.8557271205
FDS08,OUT010,697361.5824122704
FDE47,OUT045,646089.4815501983
NCP18,OUT019,669353.1332246189
NCR41,OUT013,616925.3766420467
FDA27,OUT013,769061.5441342336
FDA43,OUT035,715221.9431351776
FDA49,OUT045,610771.0506182353
NCE55,OUT018,700716.9987712891
DRM49,OUT027,567383.4082215368
FDF22,OUT027,730038.0905788863
FDQ15,OUT018,606392.7540952067
NCS54,OUT017,697470.5779542201
NCY05,OUT013,558579.636493946
FDR45,OUT046,757476.5573329885
FDK57,OUT049,643657.0927282561
FDF41,OUT010,765233.6563747998
FDV21,OUT046,647348.5789893336
FDD51,OUT046,569631.0517085659
FDF33,OUT046,631929.21029375
FDA38,OUT046,756471.3734328462
FDR56,OUT045,716400.1000969663
NCN41,OUT017,645963.8524524616
FDC60,OUT027,608026.9045449459
FDB47,OUT045,728136.329045198
DRH01,OUT013,692947.8168740456
FDW08,OUT046,627294.3046810355
FDF38,OUT027,560838.9903487355
FDY32,OUT017,685930.5416267251
FDG34,OUT049,632332.666265123
FDG47,OUT019,774571.8444529333
NCF18,OUT035,711046.5926310727
FDL39,OUT019,697242.5365741646
NCH55,OUT035,649269.4399870893
DRJ35,OUT049,585230.8225555327
FDS44,OUT035,758581.5539686361
DRE01,OUT018,761504.0292047684
FDY39,OUT013,701684.7355913223
FDY32,OUT018,684974.2298260066
FDR33,OUT027,630438.9851961066
NCP50,OUT049,604752.8086499071
FDZ47,OUT018,623765.8653142732
FDU57,OUT049,673673.3342963709
FDY44,OUT013,711306.9303582838
DRH59,OUT018,599915.8420227887
FDB03,OUT027,755179.0698062952
FDY46,OUT045,707673.2834714697
FDM39,OUT045,698503.1748858278
FDY36,OUT035,599979.4747530449
NCM55,OUT035,705717.4890072434
FDJ50,OUT010,576217.9745786701
DRL60,OUT013,669262.3336651863
NCJ54,OUT049,750933.650890994
FDX59,OUT017,561169.745937802
FDI07,OUT013,715800.5020551183
DRF51,OUT010,563498.044463401
FDM14,OUT017,634471.4551656013
FDP21,OUT045,708861.6155820339
FDE40,OUT035,588507.5873930709
FDE05,OUT035,669646.332390694
FDM13,OUT027,651415.30880946
FDC34,OUT027,674556.0153127708
NCI55,OUT018,647182.0388550959
NCE43,OUT018,691700.1217549391
FDW58,OUT018,631925.5206569004
FDG60,OUT045,753821.9984496196
FDV31,OUT017,698873.2242590314
FDR47,OUT013,711118.5768132788
FDM60,OUT019,561285.0916080753
NCF06,OUT018,778402.2976885446
NCN26,OUT027,636149.0613886343
FDQ59,OUT049,609304.9327838874
FDF09,OUT046,561310.8491295006
NCS06,OUT017,784360.8154700076
FDT44,OUT046,639829.5930502942
FDI19,OUT017,764449.9917957583
FDT22,OUT017,586368.5098803674
NCF54,OUT027,688103.0481568407
DRG25,OUT045,706810.6092731114
FDB59,OUT017,719056.1890397455
FDQ37,OUT017,716459.5340583384
FDP56,OUT035,574052.3868333176
FDW44,OUT035,693762.6071552209
FDJ26,OUT010,733124.0573610597
FDU43,OUT018,757960.063882661
FDW33,OUT045,628561.0115369104
NCX53,OUT027,661407.2012446785
FDN56,OUT010,666685.9054858508
DRF15,OUT049,673591.0826052992
FDO33,OUT017,639020.4943938331
FDZ39,OUT010,625490.1343157871
NCJ19,OUT017,581874.1003647143
FDU01,OUT035,706077.8106978573
FDT12,OUT035,744303.7441633828
NCM18,OUT018,588461.6324181913
FDP19,OUT017,652979.3938809502
NCR42,OUT049,558464.6384242058
FDN10,OUT046,640528.1125728827
FDG44,OUT017,581392.4820043843
FDQ10,OUT046,691664.5664504867
DRH13,OUT049,628474.0927933553
FDT52,OUT013,760248.4759170577
FDM56,OUT045,634150.3513620524
NCO43,OUT010,623403.834262364
NCV29,OUT035,698956.8874889837
NCF06,OUT013,774936.4301693998
FDO50,OUT035,615931.0423813727
FDT59,OUT013,745456.6204344826
FDX40,OUT027,558492.4874627063
FDE50,OUT017,708477.6768295246
FDX51,OUT017,718805.3230654635
NCD30,OUT018,623717.7995874084
FDK15,OUT013,620577.7328278988
FDL12,OUT045,586272.4216593627
FDK46,OUT017,779208.1980100323
DRH49,OUT010,603105.0239564928
FDQ57,OUT046,667884.8936970708
FDY59,OUT017,618790.2060399024
FDO09,OUT018,781441.2003858683
NCG30,OUT035,649714.8179593662
FDM09,OUT017,691474.3710594191
NCN17,OUT027,620645.3574148319
NCS42,OUT013,610355.4342776412
FDD02,OUT019,635108.471722547
FDE34,OUT013,699703.394299609
FDU38,OUT045,713292.0514195807
FDB33,OUT046,678067.6268204899
NCJ29,OUT017,612350.7972458847
FDZ27,OUT035,574190.0605561944
FDI40,OUT013,619835.2111053147
FDG22,OUT013,559946.7104345312
FDT51,OUT017,635490.6236489882
FDF20,OUT018,720441.5470602874
FDV50,OUT035,645672.2718302431
FDT02,OUT049,561408.6980919209
DRC49,OUT017,668217.2917754456
FDF26,OUT049,673434.581853266
FDV52,OUT035,642232.2147596665
FDX59,OUT049,560548.6774691388
FDV25,OUT035,742309.2273432638
FDW23,OUT027,560338.0233293073
FDE53,OUT018,632661.6718371168
FDA19,OUT017,654214.2211606523
FDH22,OUT046,647784.0129097612
NCO41,OUT013,617975.1194110048
FDX12,OUT017,761602.2521349206
FDF17,OUT013,713795.6250785473
FDS11,OUT045,742020.9411943351
FDR51,OUT035,672723.639107533
FDT49,OUT010,627962.325376575
FDC56,OUT013,639685.3835343937
FDR13,OUT027,635574.1097775265
FDQ60,OUT035,644093.4629913513
FDN38,OUT049,766924.4882384038
NCL29,OUT013,676006.6537551733
FDO13,OUT027,681556.629012769
FDE26,OUT018,667628.2587883663
FDA31,OUT010,692293.4059360313
FDX14,OUT035,600422.329931559
FDA34,OUT045,695405.4010363403
FDF26,OUT013,671469.5873829602
FDE38,OUT045,688182.0582702393
DRI11,OUT046,635697.5950436865
FDQ60,OUT027,637557.8947549283
FDL21,OUT027,561057.6883999207
DRC12,OUT027,708569.1806400158
FDC47,OUT046,746171.5118598439
FDE57,OUT045,662465.0670382618
FDT14,OUT045,643430.4190416189
NCZ53,OUT046,709156.866500461
FDE28,OUT018,751009.832709891
FDR19,OUT035,667014.7753264138
NCF54,OUT019,689908.9503202281
FDZ08,OUT046,604334.064556648
NCJ05,OUT018,677552.4567344518
FDF59,OUT046,648732.7773782763
NCO05,OUT035,624756.5807526422
FDW24,OUT018,576445.8211168046
NCX42,OUT018,689162.454803924
NCA53,OUT035,574236.0385865974
FDI45,OUT019,693074.5183294754
FDG46,OUT046,635100.4337581208
FDM20,OUT010,760400.8088011205
FDW11,OUT010,584778.6094117535
FDX08,OUT035,700854.0138777742
NCK17,OUT035,566938.403222969
FDK32,OUT018,674991.5511947775
NCA42,OUT035,681795.7197498826
DRI01,OUT035,692689.2750576779
NCL55,OUT049,771932.9212578909
DRE25,OUT018,619742.5744286838
FDD14,OUT017,705718.7570668209
FDB10,OUT046,753557.7362510486
DRN11,OUT035,667864.0092200937
FDP38,OUT018,577769.1107178602
NCA30,OUT017,710701.7706904267
FDT15,OUT017,706939.6285851492
NCP55,OUT018,583667.8418936373
FDF12,OUT035,671212.8928991212
FDM21,OUT018,776116.2647009129
FDX56,OUT035,726559.4824173104
FDF10,OUT017,668973.1024699856
FDT32,OUT045,710319.5687011882
FDM51,OUT018,626427.5987699595
NCR50,OUT018,677696.0164345959
FDI19,OUT049,760736.5171960855
FDX21,OUT017,632759.416127559
FDR31,OUT035,668151.1670403053
FDY02,OUT013,775868.742952069
NCA29,OUT045,692010.1171448239
NCX17,OUT046,749729.2835004259
FDM12,OUT045,711022.9828757895
FDI53,OUT027,678052.8767690299
NCU30,OUT049,685130.593167129
FDC56,OUT027,639990.2718096859
FDK27,OUT018,647497.8871818217
NCK18,OUT017,689279.4160246364
FDB52,OUT019,770902.2794560915
DRG25,OUT027,704998.823186344
FDZ13,OUT049,576722.6553322171
FDB57,OUT019,738093.8463192859
FDR40,OUT046,605719.7018890273
NCO14,OUT019,565214.2089000153
NCN19,OUT045,711462.8329251393
FDQ28,OUT019,671879.1982469661
FDO13,OUT018,687905.1671013762
FDK48,OUT013,598129.7506786868
FDU07,OUT018,675966.9850785559
FDW20,OUT046,645031.4483672855
FDV12,OUT010,620633.3154560603
FDH24,OUT013,676264.611860602
FDV59,OUT049,735199.4628256052
FDK57,OUT045,643257.4210989056
FDL16,OUT027,566985.7698251191
NCQ17,OUT046,676138.7566146927
FDJ15,OUT018,707479.7107295983
FDX24,OUT049,616910.8190796316
FDT47,OUT046,619037.5145010137
FDT10,OUT049,585246.3236368997
FDZ37,OUT018,613383.8148171117
FDW43,OUT027,744817.28759678
DRN36,OUT017,620761.762599911
FDJ14,OUT045,605059.3007625005
FDA32,OUT013,733529.9540669312
FDJ38,OUT019,705706.4646443787
FDQ57,OUT017,670334.7087713706
NCQ41,OUT019,709081.0474572149
FDG56,OUT049,584406.5845835982
DRC13,OUT027,642824.3925137608
FDV55,OUT035,667282.3433599069
FDQ49,OUT045,679136.6584267203
FDE29,OUT010,583724.8438239106
FDR03,OUT013,722294.4448659002
FDD45,OUT049,616322.3805904179
FDN38,OUT010,766667.8988492367
FDT56,OUT046,582038.0384999268
FDT48,OUT045,720492.1895092351
FDU03,OUT049,701162.1534113246
FDC56,OUT010,640233.9089029351
NCO43,OUT027,618981.4600354492
FDQ27,OUT017,626805.4947048604
FDR03,OUT046,724943.4943782476
DRH23,OUT010,577555.8548874551
FDG22,OUT045,563927.975941202
NCJ42,OUT013,623692.4441322908
FDR24,OUT046,613395.291422433
FDW60,OUT035,697859.0874629554
FDJ08,OUT013,707143.2236268675
DRL59,OUT018,578973.6438329637
FDG60,OUT010,750099.8113986263
FDW27,OUT017,679207.3304046878
FDX14,OUT018,603054.8983595447
FDC20,OUT013,577598.838542291
NCS29,OUT018,783392.7199670397
FDJ56,OUT046,623017.7113572825
FDB20,OUT019,596526.6060325053
FDL28,OUT027,744002.3714313668
FDW01,OUT018,675199.597720766
FDL03,OUT046,716801.9141439777
FDX22,OUT049,728697.4116784589
FDJ21,OUT035,667372.1301495169
FDR31,OUT045,669849.5706734376
FDG21,OUT035,674043.6583251355
FDS22,OUT027,564241.5263500713
FDK08,OUT035,623757.3062442202
FDE17,OUT018,675108.9925419856
NCN30,OUT017,621005.7757298779
FDT50,OUT046,619941.6767891769
NCX42,OUT049,684665.8135946743
FDJ12,OUT035,728547.0776172022
NCA18,OUT027,636505.1867208167
FDP23,OUT019,732117.4933702888
FDX12,OUT013,756696.4330634453
FDN40,OUT018,676268.7180223556
FDV48,OUT035,602948.4911032934
NCY54,OUT013,689625.5283117446
FDL16,OUT010,569689.0700523596
FDR45,OUT018,760516.6881793181
FDJ52,OUT046,681583.3007835883
DRG01,OUT017,602976.6612380742
FDP52,OUT013,746807.0073109756
FDU58,OUT017,708830.1154722085
FDL02,OUT045,629086.0723384403
FDG28,OUT013,759382.9160461118
FDA19,OUT035,652171.541724047
FDW46,OUT027,587246.176558623
NCD43,OUT049,626216.7133895009
DRG39,OUT013,573450.5220642175
NCF55,OUT049,560903.1539566991
FDJ07,OUT046,639992.1122914597
FDE08,OUT046,670860.4085856229
FDP56,OUT019,570019.5759734288
FDT45,OUT045,578598.9970671516
FDF17,OUT018,717068.215964487
FDX44,OUT046,610692.0659791802
FDM28,OUT027,696829.5651706269
FDI36,OUT049,717767.7056215836
FDS07,OUT045,638505.200754409
FDD36,OUT045,640877.6637164038
FDW11,OUT046,584365.3502058712
FDN40,OUT049,675830.862201398
NCQ18,OUT049,620997.361778738
NCQ54,OUT017,689321.0295833468
NCS42,OUT045,615592.9888780686
DRH39,OUT010,598447.4154326563
FDC09,OUT027,623275.6313161908
FDT08,OUT010,670964.2659036538
FDC08,OUT035,745295.7489352797
FDT20,OUT017,564520.4982172446
FDS35,OUT035,589602.3317527669
FDX58,OUT018,704706.2101379372
FDW58,OUT046,628208.2654298376
DRD27,OUT046,621766.9594491848
FDH32,OUT019,616377.8290526589
FDS26,OUT035,781470.1197034332
FDQ31,OUT046,609937.3558187264
FDP11,OUT018,740733.2655342778
FDD58,OUT017,624614.3812501371
FDM33,OUT045,738134.7742604943
FDZ16,OUT049,715591.8008713985
NCS29,OUT010,781055.6045492382
NCM18,OUT019,580009.1559492153
FDP11,OUT049,738555.9307508665
NCC42,OUT017,665032.4875419224
DRM23,OUT046,692780.7035382537
NCN55,OUT027,754324.5346021072
FDK46,OUT013,772949.9028748774
FDR01,OUT046,718077.8694661873
NCA05,OUT045,672253.8561665907
NCP43,OUT017,700465.2154540528
FDR12,OUT010,689905.1862783912
FDQ01,OUT013,771164.6759026803
FDM13,OUT046,652805.7159916162
FDQ19,OUT017,763286.845507512
FDK56,OUT019,701851.6370010612
NCX06,OUT010,701732.8164851732
FDO56,OUT027,637913.7115166741
FDU45,OUT045,635975.3103454484
FDI16,OUT019,575141.824959435
FDL32,OUT046,635123.9251826641
FDA07,OUT046,645309.8029309608
FDA14,OUT045,669292.5408709666
FDV46,OUT027,658233.1120762627
NCO07,OUT035,733388.3395778169
NCP41,OUT046,628139.7763383652
FDY60,OUT018,665723.3963070741
FDN38,OUT017,771121.1494565794
FDO15,OUT046,598246.3293389386
FDT60,OUT013,641669.8597226728
FDA55,OUT035,744480.1116748039
FDE02,OUT010,616880.1704654471
DRJ39,OUT049,739975.3995928168
FDV34,OUT035,599781.3876319997
FDS20,OUT027,701148.3927082774
FDF02,OUT027,622465.6230484017
FDW40,OUT017,666989.7398313024
NCB43,OUT046,706405.972312592
FDR58,OUT017,616291.8543446355
DRJ59,OUT035,566330.0725011261
NCD30,OUT017,623997.6493788827
FDE14,OUT017,623029.0415082589
FDC28,OUT018,632979.3839081048
FDU16,OUT018,609939.5921944075
NCD19,OUT035,581756.7177396779
FDU21,OUT046,560563.6653944626
FDV59,OUT027,733017.2050461539
FDU03,OUT045,703082.0822411117
FDC33,OUT010,717191.1104880599
NCR42,OUT035,561391.7231316989
DRH59,OUT035,600375.678959036
NCM31,OUT035,665442.548099359
FDS50,OUT035,742416.8117757242
FDP39,OUT046,576558.7577383991
FDQ55,OUT013,636294.6601378012
FDV36,OUT019,642436.7419216898
FDI05,OUT027,597275.2906825065
FDS45,OUT027,626688.1518669
FDA39,OUT045,564572.5997936231
FDC37,OUT010,629867.2168964068
FDJ60,OUT027,683856.1892770721
DRQ35,OUT046,644534.4183354324
NCJ06,OUT046,641745.9109062242
NCY42,OUT018,668379.6296690613
DRM37,OUT049,716198.3949346602
FDR14,OUT045,577293.1623250204
FDE51,OUT049,569144.1674413915
FDT33,OUT017,689515.3522603733
FDR08,OUT013,632272.4831821502
FDE36,OUT010,682839.0493082211
FDL22,OUT019,609237.1780318457
FDR44,OUT013,650686.2144682519
FDI56,OUT019,608524.3194322725
FDE47,OUT010,647489.2659137344
FDV27,OUT010,611744.6983822612
FDV10,OUT049,566837.7505275047
FDC40,OUT045,602841.7164113624
NCX41,OUT013,727095.6047547747
NCQ38,OUT027,624515.7017263713
FDV12,OUT027,620191.2960778915
FDE52,OUT017,613635.0728946616
FDG20,OUT027,693983.9222670221
FDV16,OUT027,556031.2061524577
FDI32,OUT017,638920.9893558657
FDJ32,OUT049,586159.775218864
FDN39,OUT018,692560.3419040611
FDY34,OUT017,690133.9827826389
FDC14,OUT035,567513.1243914061
FDA55,OUT017,745653.051754726
FDZ50,OUT010,701068.2497789705
DRG13,OUT049,686101.5438930443
FDP01,OUT013,671385.9394708923
NCG54,OUT017,695333.6069035729
FDM13,OUT045,654815.0418468992
NCO18,OUT027,695763.1948166307
NCW41,OUT013,674569.7600204117
FDM52,OUT027,666139.1971139469
NCF55,OUT035,561510.9337095954
FDT09,OUT046,652889.2322215841
NCM19,OUT035,634649.4556020392
FDW12,OUT018,670607.7583800133
FDP15,OUT019,769733.687951718
FDK36,OUT045,573866.187325908
FDZ25,OUT035,693645.6444244573
NCW06,OUT049,713327.3575310044
FDW60,OUT046,698417.9042204646
DRC49,OUT013,663795.1138277061
NCT17,OUT035,710904.8634422536
NCN06,OUT018,687820.475772987
FDC45,OUT013,688456.5466988076
DRJ47,OUT019,687663.4661953567
NCF06,OUT045,777081.5802044795
FDE21,OUT010,638449.2843490423
DRG27,OUT013,562695.2986778674
FDW40,OUT049,663372.9053816565
NCO53,OUT046,704583.6450209438
FDE23,OUT049,569544.4267783152
FDQ16,OUT046,630848.5324191443
FDS26,OUT045,778143.3623085078
FDZ13,OUT010,571730.349760582
FDS14,OUT049,677564.7328416818
FDC10,OUT045,642178.5294501721
FDY16,OUT049,705216.784749707
FDJ20,OUT035,649091.3539328392
FDV43,OUT035,568791.6195282582
FDZ32,OUT027,625462.6019945792
FDR23,OUT046,694902.2088757013
FDN24,OUT035,578658.5893506993
FDE34,OUT027,699926.7552513666
FDU31,OUT013,734285.9119478212
FDW33,OUT018,632297.6695038028
FDU26,OUT046,639267.5614973275
FDE20,OUT027,687101.0030113498
NCW05,OUT035,629991.062884231
FDB22,OUT018,675288.6613377263
FDO56,OUT046,638202.482416123
FDA19,OUT027,648452.0379867532
DRI39,OUT045,581198.5941174533
FDH52,OUT018,586681.7784760878
FDZ50,OUT035,704348.4640152846
NCN42,OUT035,670045.2831892285
FDB53,OUT013,666965.5389101328
DRG11,OUT017,633988.0603487642
DRK11,OUT027,666947.0785235815
FDQ60,OUT017,646715.9649856599
FDT36,OUT017,561287.6276995867
DRG25,OUT018,707744.7760135204
DRJ23,OUT046,709912.2010358957
FDG05,OUT035,680615.7122923967
NCK06,OUT018,645711.3149211337
FDU52,OUT017,677848.979455515
FDW07,OUT018,613591.3853922812
NCM17,OUT045,570465.921481513
FDA22,OUT045,690138.7193654268
NCA41,OUT018,716177.4132171267
FDF38,OUT035,567896.9673647798
FDH52,OUT046,585960.9529430774
FDY58,OUT019,740780.9149051777
FDZ16,OUT045,716061.8680480253
NCM18,OUT017,588065.0173560572
FDA22,OUT018,689719.9568918126
NCJ43,OUT035,698110.7866989095
FDI34,OUT027,745942.8816170346
FDG56,OUT046,584896.7181142677
FDS34,OUT046,637599.3303520225
DRC01,OUT035,576397.8021937959
FDQ04,OUT035,565763.6564749456
FDK04,OUT035,583708.6997140348
FDT51,OUT049,632840.1617401087
FDV26,OUT017,718122.6249380915
FDS04,OUT049,663027.3766367546
FDW43,OUT018,749011.0936748044
FDQ28,OUT010,674118.6862212063
NCK06,OUT017,645604.6142691863
FDS23,OUT018,654339.9859122542
FDZ36,OUT019,703545.2816990431
FDE56,OUT018,588635.4321545135
FDW10,OUT027,692170.7004474759
NCN14,OUT045,706479.4724691423
NCQ18,OUT045,622143.8929364985
FDW08,OUT017,631388.3269567266
FDU43,OUT035,756197.233870718
FDR33,OUT010,629914.4505008616
FDM24,OUT010,670991.0613518781
NCZ05,OUT046,625361.381228378
NCV41,OUT035,636362.4682009837
FDV11,OUT018,696641.0675071457
NCY05,OUT035,563375.078079508
FDV44,OUT018,710877.2799070415
FDW32,OUT049,607967.622694503
NCU18,OUT027,661244.8252538069
NCC43,OUT035,770742.2681301404
FDW19,OUT013,630677.1911252688
FDN31,OUT035,712870.8350114976
FDI48,OUT045,576017.0172898733
FDS24,OUT017,615295.9552114438
FDF46,OUT049,637832.4507078624
DRG23,OUT017,675331.7094132778
FDG14,OUT018,674432.4512003843
NCY30,OUT049,699738.8918922849
FDO28,OUT018,646612.027997369
DRD24,OUT035,665351.3492803968
FDI33,OUT049,613317.0798648519
FDN32,OUT046,705225.7550495603
FDR16,OUT045,733061.7052406233
FDF26,OUT046,674407.9034090651
NCN29,OUT018,575766.5888175375
FDE20,OUT045,690160.3721278358
FDA46,OUT046,711922.2017290766
FDU28,OUT045,708861.8409463293
FDQ48,OUT045,623253.789852283
FDV36,OUT013,647170.754681386
FDR14,OUT018,579483.615471656
FDP23,OUT017,737918.0900138367
FDP56,OUT013,572832.539811132
FDK48,OUT010,598872.5121598573
FDR48,OUT046,673277.344841809
NCY29,OUT049,581808.5453344564
FDM22,OUT018,580017.9836569927
DRJ01,OUT013,680742.5550724245
FDZ43,OUT045,763291.2399746974
FDV03,OUT035,676934.7805731689
FDX11,OUT027,698684.7438774167
NCA41,OUT027,710403.0852120367
FDE38,OUT017,689975.9000455518
FDI27,OUT018,572420.1471503964
FDN32,OUT013,700547.9602636277
NCN43,OUT017,645736.0498929173
FDB47,OUT027,723504.6379014235
FDV03,OUT017,678590.9090428995
NCN30,OUT045,622014.4259026006
NCV54,OUT010,641704.734025616
FDV07,OUT013,629694.0013474191
FDP07,OUT049,717951.8948120713
FDK48,OUT018,599469.9066162079
FDM15,OUT019,668281.1586294589
FDY19,OUT027,636804.6455676049
FDK46,OUT046,776854.5957811463
FDY11,OUT045,591094.814523485
FDH09,OUT046,576352.0141608287
FDO08,OUT027,683112.8005355437
FDU14,OUT013,765410.4004280075
FDD22,OUT027,632368.4038022778
FDM27,OUT017,680457.1441753999
FDL02,OUT027,625825.4148141133
NCA17,OUT035,670136.9276129834
FDE38,OUT019,681370.7875492789
NCG07,OUT049,708764.2408744225
DRC27,OUT013,762266.5837461546
FDA27,OUT035,774243.5366656805
FDW40,OUT045,664519.43670012
DRI11,OUT013,634981.9458314483
FDN50,OUT046,617397.6169967111
FDR12,OUT046,691327.9113793214
FDT34,OUT027,624290.5820177385
FDW11,OUT035,586995.5773715453
NCO30,OUT027,700587.6424926387
FDZ34,OUT017,716260.2734247977
FDU45,OUT017,637575.8771102534
NCD42,OUT035,563502.5370097285
FDX25,OUT045,702616.2545552828
NCR29,OUT046,580428.5206887949
FDX43,OUT019,684516.8654174171
FDB04,OUT010,609011.6507713892
FDR49,OUT027,567902.225180357
FDS39,OUT018,665519.8104105953
FDW58,OUT045,629348.5128758154
FDG22,OUT019,558486.5343346298
FDG31,OUT017,589016.6730764519
NCV53,OUT027,755215.3454333774
DRJ37,OUT035,673004.06676012
FDV07,OUT035,634102.8923356413
FDW52,OUT018,689006.3304178371
FDT15,OUT045,705725.6128860527
FDD02,OUT018,643233.8782498142
FDM16,OUT035,598959.9522107271
NCE55,OUT046,695743.3838244604
FDB57,OUT018,743089.1866066845
FDQ04,OUT013,565026.9981948917
FDQ47,OUT019,555059.4303346211
FDY14,OUT019,777043.2046190546
DRK37,OUT017,710717.9298994374
FDO25,OUT017,731282.8643224443
FDL57,OUT046,777167.127962972
NCK29,OUT018,647829.1930089262
FDK46,OUT027,775013.3624114407
NCB43,OUT010,704789.4490944266
DRE01,OUT027,756434.6888428319
FDC46,OUT018,707395.160378685
FDQ23,OUT045,628004.4766371247
FDX38,OUT049,574440.9441922908
FDG60,OUT018,756785.5557675688
FDW55,OUT017,767541.0821952033
FDP39,OUT013,571784.325768454
FDB20,OUT018,604743.0001537005
FDV21,OUT017,649990.8907752058
FDZ02,OUT013,617000.0554181166
FDP19,OUT027,647644.5496387465
FDA38,OUT035,761904.0936333422
FDH22,OUT045,649696.6993898721
DRM11,OUT045,780114.1034755264
FDO12,OUT027,711410.7492411456
FDT14,OUT049,642573.8009221479
FDW34,OUT010,760506.3284089464
FDG04,OUT027,705067.2107504806
FDW59,OUT018,610629.1607021638
FDR33,OUT018,633990.7194965985
FDP32,OUT013,648030.8191075359
FDL13,OUT027,748034.6170066738
FDD22,OUT013,633199.8108294739
FDV40,OUT027,592497.1513852447
NCD55,OUT046,566012.8727706994
FDQ20,OUT010,565499.3320136887
FDD28,OUT045,583180.7964503561
FDC39,OUT045,728961.1664906978
NCR17,OUT049,639885.5140789595
DRO35,OUT018,640966.7101889516
FDF40,OUT049,767492.6523387701
FDR31,OUT018,668367.7944004707
NCQ41,OUT017,717407.6809758263
FDP38,OUT046,574149.1538620396
NCU54,OUT027,725583.2053413334
FDG22,OUT018,562252.9244636793
DRK59,OUT013,750049.3999582364
FDC37,OUT046,628584.0968384204
NCO42,OUT013,664532.4769361599
NCT42,OUT017,673875.3887391053
FDX27,OUT035,618243.5142821622
FDV40,OUT018,600198.6675657629
FDT45,OUT027,575779.0086953812
FDS47,OUT019,606649.9573209047
FDR45,OUT035,757884.1175267706
FDB03,OUT045,758559.4115728071
FDO49,OUT035,578229.9544274757
FDU60,OUT027,684720.9330158421
FDB26,OUT018,578769.6597794233
FDB46,OUT017,735011.7759455515
FDQ37,OUT019,710802.3197246474
FDN03,OUT017,770016.0541665686
NCX30,OUT045,767582.4652116965
FDK32,OUT019,670341.5270876451
DRM47,OUT013,709190.0925053671
NCO02,OUT046,590860.8437688892
FDP04,OUT013,585555.8897426344
NCO43,OUT049,624046.6321638351
FDD59,OUT013,601948.739853404
FDQ10,OUT017,694404.7206233649
FDW45,OUT035,670758.6211782632
NCK30,OUT049,773404.8719366061
FDU31,OUT018,736495.4891966655
NCQ17,OUT019,671374.9211270466
FDN01,OUT017,698209.579366481
FDZ19,OUT049,695517.4420584379
DRG37,OUT017,678949.0205095233
FDE32,OUT045,563621.5032800435
FDO34,OUT049,688553.6409858911
FDM04,OUT019,570990.8687229594
FDZ25,OUT049,691395.0237799697
FDU08,OUT049,622259.0147367064
NCW30,OUT045,777285.4609089901
NCM18,OUT013,582386.5506861384
FDS22,OUT035,568348.6368287847
NCH18,OUT017,765395.6424394061
FDC23,OUT013,695861.4056428503
FDY46,OUT013,703498.7427908541
NCU06,OUT046,747804.653857471
FDX57,OUT045,622095.5958276751
FDX36,OUT027,740216.4819106405
FDL16,OUT045,572155.7883704851
FDT16,OUT010,777333.4909192958
FDN16,OUT018,627603.6536331942
FDC03,OUT046,715502.1297903977
DRF60,OUT013,754075.18298202
FDS27,OUT027,711967.4642247234
FDP33,OUT010,771670.5660824722
FDJ36,OUT018,625789.60367739
NCR42,OUT013,554373.6144963442
FDV14,OUT017,611721.9340299893
NCP42,OUT035,716460.7880075808
FDB50,OUT027,599174.9863979176
NCC30,OUT027,694087.270892888
FDA23,OUT018,626471.5617901478
FDW16,OUT017,616510.497820912
FDQ52,OUT010,764698.4923420574
FDB58,OUT049,665190.3362760927
NCP29,OUT049,589132.5538886902
NCM05,OUT045,782513.99705641
FDO25,OUT013,727343.8794028634
NCM54,OUT046,649491.1112884253
NCL54,OUT046,693259.9322728738
FDL39,OUT010,700330.2523706984
FDF53,OUT018,702639.1051464657
NCQ42,OUT035,651224.7503521775
FDF58,OUT013,583878.5153508629
FDZ04,OUT035,589286.3337648592
FDE26,OUT019,660297.4768710367
FDS60,OUT017,701884.7345248815
FDV58,OUT017,719257.181636479
FDM04,OUT045,576904.8260727354
FDE08,OUT035,669238.5772789351
NCB43,OUT049,706978.8528982559
FDU11,OUT010,641961.4391281749
FDF22,OUT019,727398.5778260649
FDE24,OUT013,660042.5951056402
DRJ49,OUT046,652597.4024401644
NCQ53,OUT035,755421.7717303922
NCL41,OUT013,557658.2413428624
FDR22,OUT013,630508.7661494827
FDH04,OUT035,616678.7503013344
DRH15,OUT045,569121.7041531748
FDY40,OUT049,573666.6126176998
NCI17,OUT035,622424.6034060993
NCC18,OUT013,691353.6022958942
FDY28,OUT027,727626.1097975958
FDB45,OUT027,623550.0458686757
NCL30,OUT018,651141.3554969486
FDM10,OUT017,733950.6506413906
FDH22,OUT027,646683.3179283065
NCZ53,OUT017,712090.2966169651
NCI18,OUT013,738455.7390065173
FDH14,OUT027,660443.2291850221
FDR36,OUT027,565210.5281472247
FDW01,OUT045,673685.6058695156
FDK02,OUT027,638840.7812435022
FDJ02,OUT018,670521.3004992891
